小微企业ID,主管税务机关,所欠税种,欠税属期,欠税余额(元),具体日期
Q04587,,印花税,,0,Jan-17
Q04608,苏州市地方税务局吴中区分局,城市维护建设税,,0,Oct-15
Q04632,常熟市地方税务局,城市维护建设税,,0,Jul-12
Q04643,江苏省地方税务局,个人所得税,,0,Apr-12
Q04675,苏州市地方税务局,印花税,,0,Jan-16
Q04685,昆山市地方税务局,10104|企业所得税,2015/10/1,38000,Aug-16
Q04685,昆山市地方税务局,印花税,,0,Jul-16
Q04685,昆山市地方税务局,城市维护建设税,,1000,Jul-16
Q04696,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q04696,,城市维护建设税,,0,Jan-17
Q04699,江苏省昆山市国家税务局,增值税,,39000,Apr-18
Q04699,江苏省昆山市国家税务局,增值税,,179000,Jan-18
Q04711,昆山市地方税务局,印花税,,0,Apr-16
Q04711,江苏省苏州地方税务局,印花税,,0,Apr-16
Q04719,,企业所得税,,0,Jul-16
Q04724,江苏省太仓市国家税务局,增值税,,3000,Sep-16
Q04726,江苏省太仓市国家税务局,增值税,,33000,Sep-16
Q04728,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q04728,,城市维护建设税,,0,Jan-17
Q04728,苏州市地方税务局,印花税,,0,Apr-14
Q04728,常熟市地方税务局,印花税,,0,Jul-12
Q04728,江苏省地方税务局,印花税,,0,Apr-12
Q04728,,印花税,,0,Jan-12
Q04728,,印花税,,0,Oct-11
Q04733,苏州市国家税务局,增值税,,0,Oct-17
Q04737,,印花税,,0,Apr-18
Q04740,江苏省昆山市国家税务局,增值税,,17000,Apr-18
Q04740,江苏省昆山市国家税务局,企业所得税,,5000,Apr-18
Q04740,,城市维护建设税,,5000,Apr-18
Q04740,,印花税,,0,Apr-18
Q04740,江苏省昆山市国家税务局,增值税,,41000,Jan-18
Q04740,,城市维护建设税,,5000,Jan-18
Q04740,,印花税,,0,Jan-18
Q04740,江苏省昆山市地方税务局,城市维护建设税,,3000,Oct-17
Q04740,江苏省昆山市国家税务局,个人所得税,,2000,Jul-17
Q04740,江苏省昆山市国家税务局,城市维护建设税,,3000,Jul-17
Q04740,苏州市昆山地方税务局,印花税,,0,Apr-17
Q04740,苏州市昆山地方税务局,城市维护建设税,,5000,Apr-17
Q04740,苏州市昆山地方税务局,个人所得税,,2000,Apr-17
Q04740,昆山市国家税务局,增值税,,43000,Jan-17
Q04740,,个人所得税,,2000,Jan-17
Q04740,,城市维护建设税,,3000,Jan-17
Q04740,昆山市地方税务局,10109|城市维护建设税,2016/8/1,1000,Aug-16
Q04740,昆山市地方税务局,10109|城市维护建设税,2015/11/1,2000,Aug-16
Q04740,昆山市地方税务局,10106|个人所得税,2016/8/1,0,Aug-16
Q04740,昆山市地方税务局,10106|个人所得税,2015/12/1,2000,Aug-16
Q04740,昆山市地方税务局,城市维护建设税,,2000,Jul-16
Q04740,昆山市地方税务局,个人所得税,,2000,Jul-16
Q04740,昆山市地方税务局,个人所得税,,2000,Apr-16
Q04740,昆山市地方税务局,城市维护建设税,,3000,Apr-16
Q04740,江苏省苏州地方税务局,个人所得税,,2000,Apr-16
Q04740,江苏省苏州地方税务局,城市维护建设税,,3000,Apr-16
Q04740,昆山市地方税务局,城市维护建设税,,2000,Jan-16
Q04740,昆山市国家税务局,增值税,,49000,Jan-16
Q04740,昆山市国家税务局,增值税,,10000,Oct-15
Q04821,相城国家税务局,10111|印花税,,3000,Jun-17
Q04835,苏州市地方税务局,10111|印花税,2015/8/31,2000,Jan-16
Q04841,,城镇土地使用税,,3000,Apr-12
Q04841,,城镇土地使用税,,3000,Oct-11
Q04847,昆山市地方税务局,印花税,,0,Apr-16
Q04847,江苏省苏州地方税务局,印花税,,0,Apr-16
Q04871,苏州市地方税务局,城市维护建设税,,0,Jul-16
Q04871,苏州市地方税务局,城市维护建设税,,0,Apr-16
Q04871,苏州市地方税务局,城市维护建设税,,0,Oct-15
Q04890,苏州市地方税务局,企业所得税,,3000,Jul-14
Q04898,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q04902,江苏省昆山市国家税务局,增值税,,8000,Apr-18
Q04934,常熟市地方税务局,印花税,,0,Jul-12
Q25095,常熟市地方税务局,印花税,,0,Jul-12
Q25095,江苏省地方税务局,印花税,,0,Apr-12
Q04954,江苏省地方税务局,城镇土地使用税,,9000,Dec-17
Q04954,江苏省地方税务局,城市维护建设税,,0,Dec-17
Q04954,江苏省地方税务局,印花税,,0,Dec-17
Q04954,江苏省地方税务局,城镇土地使用税,,5000,Sep-17
Q04954,江苏省地方税务局,城市维护建设税,,0,Sep-17
Q04954,江苏省地方税务局,印花税,,0,Sep-17
Q04957,,增值税,,5000,Jan-16
Q04966,,印花税,,0,Jan-17
Q04966,昆山市地方税务局,10111|印花税,2016/8/1,0,Aug-16
Q04974,苏州市地方税务局,印花税,,0,Jan-14
Q04976,江苏省昆山市国家税务局,增值税,,6000,Apr-17
Q04984,苏州市昆山地方税务局,房产税,,22000,Apr-17
Q04987,,个人所得税,,0,Jan-18
Q04992,江苏省昆山市国家税务局,增值税,,51000,Apr-18
Q04992,,城市维护建设税,,1000,Apr-18
Q04992,,城市维护建设税,,1000,Jan-18
Q04992,江苏省昆山市国家税务局,个人所得税,,7000,Jul-17
Q04992,江苏省昆山市国家税务局,企业所得税,,4000,Jul-17
Q04993,苏州市地方税务局相城分局,印花税,,0,Oct-15
Q05023,常熟市地方税务局,城市维护建设税,,8000,Jul-12
Q05023,,城市维护建设税,,8000,Apr-12
Q05023,常熟市地方税务局,城市维护建设税,,8000,Jan-12
Q05058,苏州市地方税务局,10110|房产税,2016/7/1,9000,Jan-16
Q05075,苏州市地方税务局,城镇土地使用税,,1000,Apr-14
Q05080,江苏省昆山市国家税务局,增值税,,1000,Apr-18
Q05085,常熟市国家税务局,土地增值税,,244000,Mar-18
Q05085,常熟市国家税务局,城镇土地使用税,,3000,Mar-18
Q05085,常熟市国家税务局,印花税,,7000,Mar-18
Q05085,常熟市国家税务局,房产税,,1000,Mar-18
Q05085,常熟市国家税务局,城市维护建设税,,20000,Mar-18
Q05085,常熟市国家税务局,营业税,,407000,Mar-18
Q05085,常熟市国家税务局,土地增值税,,244000,Dec-17
Q05085,常熟市国家税务局,城镇土地使用税,,3000,Dec-17
Q05085,常熟市国家税务局,印花税,,7000,Dec-17
Q05085,常熟市国家税务局,房产税,,1000,Dec-17
Q05085,常熟市国家税务局,城市维护建设税,,20000,Dec-17
Q05085,常熟市国家税务局,营业税,,407000,Dec-17
Q05085,常熟市国家税务局,土地增值税,,244000,Sep-17
Q05085,常熟市国家税务局,印花税,,7000,Sep-17
Q05085,常熟市国家税务局,城市维护建设税,,20000,Sep-17
Q05085,常熟市国家税务局,营业税,,407000,Sep-17
Q05085,常熟市国家税务局,土地增值税,,244000,Jul-17
Q05085,常熟市国家税务局,印花税,,7000,Jul-17
Q05085,常熟市国家税务局,城市维护建设税,,20000,Jul-17
Q05085,常熟市国家税务局,营业税,,407000,Jul-17
Q05085,常熟市国家税务局,土地增值税,,244000,Apr-17
Q05085,常熟市国家税务局,印花税,,7000,Apr-17
Q05085,常熟市国家税务局,城市维护建设税,,20000,Apr-17
Q05085,常熟市国家税务局,营业税,,407000,Apr-17
Q05085,常熟市地方税务局,10113|土地增值税,2016/2/1,244000,Aug-16
Q05085,常熟市地方税务局,10111|印花税,2016/2/1,7000,Aug-16
Q05085,常熟市地方税务局,10109|城市维护建设税,2016/2/1,20000,Aug-16
Q05085,常熟市地方税务局,10103|营业税,2016/2/1,407000,Aug-16
Q05085,常熟市地方税务局,印花税,,7000,Jul-16
Q05085,常熟市地方税务局,城市维护建设税,,20000,Jul-16
Q05085,常熟市地方税务局,土地增值税,,244000,Jul-16
Q05085,常熟市地方税务局,营业税,,407000,Jul-16
Q05085,常熟市地方税务局,印花税,,7000,Apr-16
Q05085,常熟市地方税务局,城市维护建设税,,20000,Apr-16
Q05085,常熟市地方税务局,土地增值税,,244000,Apr-16
Q05085,常熟市地方税务局,营业税,,407000,Apr-16
Q05143,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q05143,苏州市昆山地方税务局,印花税,,0,Apr-17
Q05143,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q05143,,印花税,,0,Jan-17
Q05143,,个人所得税,,0,Jan-17
Q05143,昆山市地方税务局,10111|印花税,2015/1/1,0,Aug-16
Q05143,昆山市地方税务局,印花税,,0,Jul-16
Q05143,昆山市地方税务局,印花税,,0,Apr-16
Q05143,江苏省苏州地方税务局,印花税,,0,Apr-16
Q05211,,城镇土地使用税,,50000,Apr-18
Q05211,,房产税,,25000,Apr-18
Q05211,,城镇土地使用税,,32000,Jan-18
Q05211,江苏省昆山市地方税务局,城镇土地使用税,,16000,Oct-17
Q05218,江苏省昆山市国家税务局,增值税,,3000,Jul-17
Q05218,江苏省昆山市国家税务局,增值税,,6000,Apr-17
Q05230,江苏省昆山市地方税务局,城市维护建设税,,10000,Oct-17
Q05230,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q05230,江苏省昆山市地方税务局,个人所得税,,4000,Oct-17
Q05230,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q05230,江苏省昆山市国家税务局,城市维护建设税,,10000,Jul-17
Q05230,江苏省昆山市国家税务局,个人所得税,,4000,Jul-17
Q05230,苏州市昆山地方税务局,印花税,,0,Apr-17
Q05230,苏州市昆山地方税务局,城市维护建设税,,10000,Apr-17
Q05230,苏州市昆山地方税务局,个人所得税,,4000,Apr-17
Q05230,,个人所得税,,5000,Jan-17
Q05230,,城市维护建设税,,10000,Jan-17
Q05230,,印花税,,1000,Jan-17
Q05230,昆山市地方税务局,10111|印花税,2012/5/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2012/2/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2012/7/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2012/6/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/7/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/9/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2011/10/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/8/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/5/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2011/6/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/11/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/9/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2010/1/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/8/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/10/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/10/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/11/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/4/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/1/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2012/4/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/2/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2011/11/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2011/5/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/6/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2009/3/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/4/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/7/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2011/8/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2010/6/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2012/3/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2011/7/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/12/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/5/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/3/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2007/12/1,0,Aug-16
Q05230,昆山市地方税务局,10111|印花税,2008/1/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/2/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/11/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/5/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/6/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/1/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/8/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/7/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/11/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/2/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/10/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/5/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2013/3/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/3/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/12/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/4/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/7/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/9/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2013/6/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2013/4/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2012/9/1,0,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/6/1,1000,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2013/5/1,1000,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/1/1,1000,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2010/12/1,1000,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/11/1,1000,Aug-16
Q05230,昆山市地方税务局,10109|城市维护建设税,2011/8/1,1000,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/3/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2010/4/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/12/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/10/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/7/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2010/3/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2010/1/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/6/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/12/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/9/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2011/7/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/1/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/8/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/4/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/11/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/4/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/10/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/2/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/5/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2009/11/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2011/8/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/3/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2011/5/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2010/6/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2010/12/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2011/6/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2010/7/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/8/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/5/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2011/1/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/7/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2011/2/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/9/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2010/8/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/6/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2010/9/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/2/1,0,Aug-16
Q05230,昆山市地方税务局,10106|个人所得税,2008/1/1,1000,Aug-16
Q05230,昆山市地方税务局,印花税,,1000,Jul-16
Q05230,昆山市地方税务局,城市维护建设税,,10000,Jul-16
Q05230,昆山市地方税务局,个人所得税,,8000,Jul-16
Q05230,昆山市地方税务局,印花税,,1000,Apr-16
Q05230,昆山市地方税务局,个人所得税,,8000,Apr-16
Q05230,昆山市地方税务局,城市维护建设税,,10000,Apr-16
Q05230,江苏省苏州地方税务局,印花税,,1000,Apr-16
Q05230,江苏省苏州地方税务局,个人所得税,,8000,Apr-16
Q05230,江苏省苏州地方税务局,城市维护建设税,,10000,Apr-16
Q05230,昆山市地方税务局,印花税,,1000,Jan-16
Q05230,昆山市地方税务局,城市维护建设税,,10000,Jan-16
Q05230,昆山市地方税务局,个人所得税,,8000,Jan-16
Q05230,昆山市地方税务局,印花税,,1000,Oct-15
Q05230,昆山市地方税务局,城市维护建设税,,11000,Oct-15
Q05230,昆山市地方税务局,个人所得税,,8000,Oct-15
Q05230,昆山市地方税务局,印花税,,1000,Sep-15
Q05230,昆山市地方税务局,城市维护建设税,,11000,Sep-15
Q05230,昆山市地方税务局,个人所得税,,8000,Sep-15
Q05230,苏州市地方税务局,印花税,,1000,Jul-14
Q05230,苏州市地方税务局,城市维护建设税,,11000,Jul-14
Q05230,苏州市地方税务局,个人所得税,,8000,Jul-14
Q05230,苏州市地方税务局,个人所得税,,8000,Apr-14
Q05230,苏州市地方税务局,城市维护建设税,,11000,Apr-14
Q05230,苏州市地方税务局,印花税,,1000,Apr-14
Q05230,常熟市地方税务局,个人所得税,,8000,Jul-12
Q05230,江苏省地方税务局,个人所得税,,8000,Apr-12
Q05230,,个人所得税,,8000,Jan-12
Q05230,,个人所得税,,8000,Oct-11
Q05231,江苏省昆山市国家税务局,增值税,,23000,Apr-18
Q05231,江苏省昆山市国家税务局,增值税,,16000,Jan-18
Q05231,江苏省昆山市国家税务局,增值税,,17000,Oct-17
Q05231,江苏省昆山市国家税务局,增值税,,18000,Jul-17
Q05231,江苏省昆山市国家税务局,增值税,,7000,Apr-17
Q05231,昆山市国家税务局,增值税,,6000,Jan-17
Q05233,张家港市国家税务局,增值税,,11000,May-15
Q05238,常熟市国家税务局,城市维护建设税,,30000,Mar-18
Q05238,常熟市国家税务局,城市维护建设税,,30000,Dec-17
Q05238,常熟市国家税务局,城市维护建设税,,30000,Sep-17
Q05238,常熟市国家税务局,印花税,,1000,Jul-17
Q05238,常熟市国家税务局,城市维护建设税,,38000,Jul-17
Q05238,常熟市国家税务局,增值税,,263000,Jul-17
Q05238,常熟市国家税务局,增值税,,489000,Apr-17
Q05238,常熟市国家税务局,城市维护建设税,,30000,Apr-17
Q05238,对外常熟市国家税务局,增值税,,582000,Jan-17
Q05238,常熟市国家税务局,增值税,,99000,Jun-16
Q05238,常熟市国家税务局,增值税,,242000,May-16
Q05294,,营业税,,0,Apr-12
Q05306,吴忠市地方税务局,10111|印花税,2016/8/1,0,Jan-15
Q05319,吴中市地方税务局,城市维护建设税,,0,Jan-16
Q05319,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,0,Jan-15
Q05340,吴中市地方税务局,个人所得税,,0,Apr-16
Q05340,江苏省苏州地方税务局,个人所得税,,0,Apr-16
Q05352,苏州市地方税务局,印花税,,0,Jan-14
Q05367,,个人所得税,,2000,Oct-11
Q05375,,增值税,,0,Jan-16
Q05388,,企业所得税,,0,Jul-16
Q05401,,营业税,,76000,Apr-12
Q05401,常熟市地方税务局,营业税,,76000,Jan-12
Q05401,常熟市地方税务局,营业税,,76000,Oct-11
Q05433,,增值税,,11000,Apr-17
Q05446,,印花税,,0,Apr-18
Q05475,相城市地方税务局,10111|印花税,2016/8/1,0,Jan-12
Q05475,,城市维护建设税,,0,Oct-11
Q05476,常州市地方税务局,印花税,,0,Jul-12
Q05476,江苏省地方税务局,印花税,,0,Apr-12
Q05476,江苏省地方税务局,印花税,,0,Jan-12
Q05478,江苏省昆山市国家税务局,增值税,,85000,Oct-17
Q05478,江苏省昆山市地方税务局,城市维护建设税,,6000,Oct-17
Q05478,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q05482,江苏省昆山市国家税务局,增值税,,260000,Apr-18
Q05482,江苏省昆山市国家税务局,增值税,,321000,Jan-18
Q05482,江苏省昆山市国家税务局,增值税,,97000,Jul-17
Q05483,江苏省地方税务局,教育费附加,,0,Dec-17
Q05483,江苏省地方税务局,城市维护建设税,,1000,Dec-17
Q05483,江苏省地方税务局,地方教育附加,,0,Dec-17
Q05483,江苏省地方税务局,印花税,,0,Dec-17
Q05483,江苏省地方税务局,个人所得税,,0,Dec-17
Q05483,苏州市国家税务局,增值税,,0,Oct-17
Q05483,江苏省地方税务局,教育费附加,,0,Sep-17
Q05483,江苏省地方税务局,城市维护建设税,,0,Sep-17
Q05483,江苏省地方税务局,地方教育附加,,0,Sep-17
Q05483,江苏省地方税务局,印花税,,0,Sep-17
Q05483,江苏省地方税务局,个人所得税,,0,Sep-17
Q05483,苏州市国家税务局,增值税,,0,Aug-17
Q05483,江苏省地方税务局,教育费附加,,0,Jun-17
Q05483,江苏省地方税务局,城市维护建设税,,0,Jun-17
Q05483,江苏省地方税务局,地方教育附加,,0,Jun-17
Q05483,江苏省地方税务局,印花税,,0,Jun-17
Q05483,江苏省地方税务局,个人所得税,,0,Jun-17
Q05483,苏州市国家税务局,增值税,,1000,Oct-16
Q05483,苏州市地方税务局,印花税,,0,Jul-16
Q05483,苏州市地方税务局,城市维护建设税,,0,Jul-16
Q05483,苏州市地方税务局,个人所得税,,0,Jul-16
Q05483,苏州市地方税务局,印花税,,0,Apr-16
Q05483,苏州市地方税务局,城市维护建设税,,0,Apr-16
Q05483,苏州市地方税务局,个人所得税,,0,Apr-16
Q05483,苏州市地方税务局,城市维护建设税,,0,Jan-16
Q05483,苏州市地方税务局,10111|印花税,2016/8/1,0,Jan-16
Q05483,苏州市地方税务局,10109|城市维护建设税,2016/1/1,0,Jan-16
Q05483,苏州市地方税务局,10106|个人所得税,2016/8/1,0,Jan-16
Q05483,苏州市地方税务局,10109|城市维护建设税,2016/2/1,0,Jan-16
Q05483,苏州市地方税务局,城市维护建设税,,0,Oct-15
Q05483,苏州市地方税务局,个人所得税,,0,Oct-15
Q05483,苏州市地方税务局,印花税,,0,Jul-14
Q05483,苏州市地方税务局,个人所得税,,0,Jul-14
Q05483,苏州市地方税务局,个人所得税,,0,Apr-14
Q05483,苏州市地方税务局,印花税,,0,Apr-14
Q05484,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q05484,苏州市昆山地方税务局,印花税,,0,Apr-17
Q05484,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q05484,,城市维护建设税,,0,Jan-17
Q05484,,印花税,,0,Jan-17
Q05484,,个人所得税,,0,Jan-17
Q05488,常熟市国家税务局,城镇土地使用税,,9000,Mar-18
Q05488,常熟市国家税务局,房产税,,7000,Mar-18
Q05488,常熟市国家税务局,城镇土地使用税,,18000,Jul-17
Q05488,常熟市国家税务局,房产税,,15000,Jul-17
Q05488,常熟市国家税务局,城镇土地使用税,,9000,Apr-17
Q05488,常熟市国家税务局,房产税,,7000,Apr-17
Q05488,常熟市地方税务局,城镇土地使用税,,9000,Apr-16
Q05488,常熟市地方税务局,房产税,,7000,Apr-16
Q05488,常熟市地方税务局,城市维护建设税,,3000,Apr-16
Q05494,江苏省昆山市国家税务局,增值税,,0,Apr-18
Q05494,,城市维护建设税,,0,Apr-18
Q05494,,印花税,,0,Apr-18
Q05503,吴忠市地方税务局,10111|印花税,2016/8/1,0,Jan-15
Q05503,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,1000,Jan-15
Q05515,江苏省昆山市国家税务局,增值税,,77000,Apr-18
Q05515,江苏省昆山市国家税务局,增值税,,7000,Apr-17
Q05515,昆山市国家税务局,增值税,,7000,Jan-17
Q05515,,增值税,,0,Jul-16
Q05515,昆山市国家税务局,增值税,,0,Apr-16
Q05515,,增值税,,0,Mar-16
Q05515,昆山市国家税务局,增值税,,3000,Jan-16
Q05515,昆山市地方税务局,城市维护建设税,,0,Oct-15
Q05540,吴中市地方税务局,印花税,,0,Jul-16
Q05540,吴中市地方税务局,城市维护建设税,,5000,Jul-16
Q05540,吴中市地方税务局,个人所得税,,1000,Jul-16
Q05544,苏州市国家税务局,增值税,,1000,Oct-16
Q05557,相城市地方税务局,个人所得税,,0,Jan-16
Q05557,苏州市地方税务局相城区分局,个人所得税,,0,Oct-15
Q05557,苏州市地方税务局,城市维护建设税,,0,Jul-14
Q05557,苏州市地方税务局,营业税,,3000,Jul-14
Q05557,苏州市地方税务局,个人所得税,,0,Apr-14
Q05557,苏州市地方税务局,营业税,,2000,Apr-14
Q05557,苏州市地方税务局,城市维护建设税,,0,Apr-14
Q05557,苏州市地方税务局,个人所得税,,0,Jan-14
Q05557,常熟市地方税务局,个人所得税,,0,Jan-12
Q05559,,城市维护建设税,,1000,Oct-11
Q05574,相城国家税务局,10112|城镇土地使用税,,1000,Jun-17
Q05591,,增值税,,35000,Apr-17
Q05610,苏州市地方税务局吴中区分局,城市维护建设税,,0,Oct-15
Q05613,,增值税,,46000,Nov-16
Q05630,江苏省地方税务局,印花税,,0,Apr-12
Q05631,常熟市地方税务局,印花税,,2000,Jul-12
Q05631,,印花税,,2000,Apr-12
Q05636,常州市地方税务局,企业所得税,,17345000,Jul-12
Q05656,,印花税,,1000,Oct-11
Q05669,,增值税,,1000,Apr-17
Q05669,相城市地方税务局,印花税,,0,Jan-16
Q05669,相城市地方税务局,城市维护建设税,,0,Jan-16
Q05669,苏州市地方税务局相城区分局,印花税,,0,Oct-15
Q05669,苏州市地方税务局相城区分局,城市维护建设税,,0,Oct-15
Q05669,苏州市地方税务局相城分局,印花税,,0,Oct-15
Q05669,苏州市地方税务局相城分局,城市维护建设税,,0,Oct-15
Q05694,常熟市国家税务局,城镇土地使用税,,53000,Mar-18
Q05694,常熟市国家税务局,房产税,,17000,Mar-18
Q05694,常熟市国家税务局,城镇土地使用税,,53000,Sep-17
Q05694,常熟市国家税务局,房产税,,17000,Sep-17
Q05694,常熟市国家税务局,城镇土地使用税,,107000,Jul-17
Q05694,常熟市国家税务局,印花税,,0,Jul-17
Q05694,常熟市国家税务局,房产税,,33000,Jul-17
Q05694,常熟市国家税务局,城市维护建设税,,2000,Jul-17
Q05694,常熟市国家税务局,城镇土地使用税,,53000,Apr-17
