小微企业ID,诉讼地位,审理机关,涉案事由,涉案金额(元),文书类型,审理程序,结案时间
Q02666,原告,浙江省台州市黄岩区人民法院,买卖合同纠纷,187000,民事判决书,一审,2015年9月
Q02672,被告,江苏省苏州工业园区人民法院,融资租赁合同纠纷,84000,民事判决书,一审,2018年2月
Q02674,被执行人,安徽省合肥高新技术产业开发区人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年1月
Q02674,被告,安徽省合肥高新技术产业开发区人民法院,装饰装修合同纠纷,36000,民事判决书,一审,2017年6月
Q02674,被告,江苏省太仓市人民法院,定作合同纠纷,0,民事裁定书,一审,2014年10月
Q02678,被告,江苏省昆山市人民法院,车辆租赁合同纠纷,0,民事裁定书,一审,2014年3月
Q02695,原告,江苏省苏州工业园区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年8月
Q02695,申请执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年9月
Q02695,被执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年12月
Q02695,申请执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年12月
Q02695,申请执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年8月
Q02695,申请执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年6月
Q02700,申请执行人,江苏省太仓市人民法院,买卖合同纠纷,500000,执行裁定书,执行程序,2013年12月
Q02702,被告,江苏省张家港市人民法院,买卖合同纠纷,197000,民事调解书,一审,2012年3月
Q02704,申请人,江苏省张家港市人民法院,买卖合同纠纷,50000,民事裁定书,一审,2017年12月
Q02704,被告,江苏省张家港市人民法院,承揽合同纠纷,16000,民事判决书,一审,2015年11月
Q02705,原告,上海海事法院,货运代理合同纠纷,0,民事裁定书,一审,2017年10月
Q02713,原告,江苏省太仓市人民法院,买卖合同纠纷,55000,民事判决书,一审,2016年9月
Q02713,原告,江苏省太仓市人民法院,房屋租赁合同纠纷,1300000,民事判决书,一审,2016年5月
Q02713,原告,江苏省太仓市人民法院,定作合同纠纷,0,民事裁定书,一审,2016年3月
Q02713,申请执行人,江苏省太仓市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年12月
Q02713,原告,江苏省太仓市人民法院,买卖合同纠纷,168000,民事判决书,一审,2015年4月
Q02713,上诉人(原审原告),上海市第二中级人民法院,买卖合同纠纷,9000,民事判决书,二审,2009年11月
Q02718,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2018年1月
Q02718,申请执行人,江苏省昆山市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年8月
Q02718,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年3月
Q02718,原告,江苏省昆山市人民法院,买卖合同纠纷,50000,民事判决书,一审,2016年12月
Q02729,上诉人,上海市第一中级人民法院,买卖合同纠纷,0,民事判决书,二审,2016年5月
Q02729,被告,上海市松江区人民法院,买卖合同纠纷,187000,民事判决书,一审,2016年1月
Q02737,被告单位,江苏省苏州市虎丘区人民法院,虚开增值税专用发票、用于骗取出口退税、抵扣税款发票罪,0,刑事判决书,一审,2017年7月
Q02737,被执行人,江苏省苏州市虎丘区人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2016年6月
Q02737,被告,江苏省苏州市虎丘区人民法院,金融借款合同纠纷,2224000,民事判决书,一审,2015年10月
Q02737,被告,江苏省苏州市虎丘区人民法院,金融借款合同纠纷,2340000,民事判决书,一审,2015年10月
Q02740,原告,江苏省昆山市人民法院,定作合同纠纷,210000,民事判决书,一审,2018年2月
Q02752,被执行人,江苏省昆山市人民法院,非诉行政行为申请执行审查案件,0,行政裁定书,行政非诉审查程序,2017年10月
Q02770,被执行人,江苏省张家港市人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年1月
Q02770,被告,江苏省常熟市人民法院,买卖合同纠纷,45000,民事判决书,一审,2018年1月
Q02770,被告,江苏省常熟市人民法院,买卖合同纠纷,406000,民事判决书,一审,2018年1月
Q02770,被告,江苏省常熟市人民法院,劳务合同纠纷,18000,民事判决书,一审,2017年12月
Q02770,被告,江苏省常熟市人民法院,劳务合同纠纷,24000,民事判决书,一审,2017年12月
Q02770,被告,江苏省常熟市人民法院,劳务合同纠纷,0,民事裁定书,一审,2017年11月
Q02770,被告,江苏省常熟市人民法院,定作合同纠纷,0,民事裁定书,一审,2017年10月
Q02770,被告,江苏省常熟市人民法院,劳务合同纠纷,93000,民事判决书,一审,2017年9月
Q02770,被申请人,江苏省张家港市人民法院,买卖合同纠纷,300000,民事裁定书,一审,2017年5月
Q02770,被告,江苏省常熟市人民法院,劳务合同纠纷,16000,民事判决书,一审,2017年2月
Q02787,原告,江苏省太仓市人民法院,民间借贷纠纷,0,民事裁定书,一审,2013年12月
Q02788,申请执行人,江苏省苏州工业园区人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年12月
Q02788,原告,江苏省苏州工业园区人民法院,买卖合同纠纷,49000,民事判决书,一审,2017年3月
Q02789,被上诉人,江苏省苏州市中级人民法院,股东知情权纠纷,0,民事判决书,二审,2014年7月
Q02789,原告,江苏省张家港市人民法院,股东知情权纠纷,0,民事判决书,一审,2014年5月
Q02791,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年6月
Q02791,被告,浙江省新昌县人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年9月
Q02791,上诉人,上海市第一中级人民法院,服务合同纠纷,0,民事裁定书,二审,2014年4月
Q02791,被告,上海市浦东新区人民法院,服务合同纠纷,48000,民事判决书,一审,2014年2月
Q02799,被告,江苏省苏州市中级人民法院,侵犯外观设计专利权纠纷,0,民事裁定书,一审,2013年10月
Q02801,申请执行人,江苏省昆山市人民法院,执行实施类案件,0,执行裁定书,执行程序,2016年12月
Q02801,原告,江苏省昆山市人民法院,买卖合同纠纷,230000,民事判决书,一审,2015年11月
Q02801,被告,江苏省昆山市人民法院,房屋租赁合同纠纷,0,民事裁定书,一审,2013年4月
Q02802,被执行人,江苏省苏州工业园区人民法院,执行实施类案件,18000,执行裁定书,执行程序,2017年8月
Q02802,被告,江苏省苏州工业园区人民法院,融资租赁合同纠纷,222000,民事判决书,一审,2017年5月
Q02805,被告,广西壮族自治区柳州市鱼峰区人民法院,买卖合同纠纷,2807000,民事判决书,一审,2015年12月
Q02807,原告,江苏省昆山市人民法院,买卖合同纠纷,8000,民事判决书,一审,2017年8月
Q02807,原告,山东省青岛市黄岛区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年6月
Q02811,被告,江苏省昆山市人民法院,加工合同纠纷,25000,民事判决书,一审,2015年4月
Q02813,申请执行人,江苏省苏州工业园区人民法院,执行实施类案件,12000,执行裁定书,执行程序,2017年9月
Q02813,上诉人,江苏省苏州市中级人民法院,居间合同纠纷,0,民事判决书,二审,2017年6月
Q02813,原告,江苏省苏州工业园区人民法院,居间合同纠纷,11000,民事判决书,一审,2017年4月
Q02822,上诉人,江苏省苏州市中级人民法院,保险合同纠纷,0,民事判决书,二审,2014年12月
Q02822,原告,江苏省苏州工业园区人民法院,保险合同纠纷,117000,民事判决书,一审,2014年8月
Q02823,原告,江苏省常熟市人民法院,买卖合同纠纷,658000,民事判决书,一审,2015年5月
Q02841,被告,江苏省张家港市人民法院,虚假宣传纠纷,0,民事裁定书,一审,2012年2月
Q02843,被告,江苏省昆山市人民法院,票据交付请求权纠纷,0,民事裁定书,一审,2015年2月
Q02844,原告,江苏省苏州市相城区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年3月
Q02844,原告,江苏省苏州市相城区人民法院,买卖合同纠纷,96000,民事判决书,一审,2016年11月
Q02854,被告,江苏省昆山市人民法院,租赁合同纠纷,0,民事裁定书,一审,2015年3月
Q02871,被告,江苏省盐城市亭湖区人民法院,网络购物合同纠纷,0,民事裁定书,一审,2015年4月
Q02883,原告,江苏省江阴市人民法院,买卖合同纠纷,389000,民事判决书,一审,2015年12月
Q02890,申请人,山东省德州市德城区人民法院,恢复执行案件,0,执行裁定书,执行程序,2017年5月
Q02890,申请人,山东省德州市德城区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年8月
Q02890,原告,山东省德州市德城区人民法院,买卖合同纠纷,77000,民事判决书,一审,2016年4月
Q02911,被告,上海市嘉定区人民法院,机动车交通事故责任纠纷,8000,民事判决书,一审,2014年7月
Q02912,被执行人,江苏省苏州工业园区人民法院,执行实施类案件,40000,执行裁定书,执行程序,2017年6月
Q02912,被执行人,江苏省苏州工业园区人民法院,执行实施类案件,1000,执行裁定书,执行程序,2017年6月
Q02913,原告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年2月
Q02913,上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2014年11月
Q02913,被告,江苏省张家港市人民法院,买卖合同纠纷,506000,民事判决书,一审,2014年5月
Q02913,原告,江苏省张家港市人民法院,买卖合同纠纷,630000,民事调解书,一审,2012年9月
Q02915,被告,江苏省苏州工业园区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年2月
Q02920,原告,江苏省昆山市人民法院,加工合同纠纷,82000,民事判决书,一审,2016年4月
Q02921,原告,江苏省苏州市吴江区人民法院,建设工程施工合同纠纷,459000,民事判决书,一审,2016年7月
Q02926,申请执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年3月
Q02926,原告,江苏省常熟市人民法院,买卖合同纠纷,43000,民事判决书,一审,2017年6月
Q02931,被申请人,江苏省张家港市人民法院,金融借款合同纠纷,8000000,民事裁定书,一审,2017年5月
Q02931,被告,江苏省张家港市人民法院,金融借款合同纠纷,22588000,民事判决书,一审,2017年4月
Q02931,被执行人,江苏省张家港市人民法院,执行查封拍卖抵债,342000,执行裁定书,执行程序,2014年10月
Q02935,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年1月
Q02941,申请执行人,江苏省昆山市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年3月
Q02941,原告,江苏省昆山市人民法院,买卖合同纠纷,50000,民事判决书,一审,2016年7月
Q02941,被告,江苏省昆山市人民法院,著作权权属、侵权纠纷,0,民事裁定书,一审,2015年4月
Q02949,原告,江苏省昆山市人民法院,加工合同纠纷,0,民事裁定书,一审,2013年5月
Q02952,申请执行人,江苏省太仓市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年7月
Q02952,申请执行人,江苏省太仓市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年11月
Q02952,原告,江苏省太仓市人民法院,买卖合同纠纷,210000,民事判决书,一审,2016年8月
Q02952,原告,江苏省太仓市人民法院,买卖合同纠纷,712000,民事判决书,一审,2016年7月
Q02965,被上诉人,江苏省苏州市中级人民法院,股东出资纠纷,0,民事裁定书,二审,2017年9月
Q02965,被上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,0,民事判决书,二审,2016年4月
Q02973,被告,江苏省张家港市人民法院,道路交通事故人身损害赔偿纠纷,66000,民事调解书,一审,2012年7月
Q02977,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年12月
Q02977,被告,江苏省常熟市人民法院,民间借贷纠纷,2131000,民事判决书,一审,2017年10月
Q02977,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年9月
Q02977,被告,江苏省常熟市人民法院,金融借款合同纠纷,3145000,民事判决书,一审,2016年12月
Q02977,被告,江苏省常熟市人民法院,金融借款合同纠纷,4211000,民事判决书,一审,2016年12月
Q02987,申请人,江苏省苏州工业园区人民法院,确认票据无效纠纷,58000,民事判决书,公示催告程序,2014年11月
Q03010,被告,江苏省昆山市人民法院,定作合同纠纷,0,民事判决书,一审,2017年9月
Q03020,原告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年10月
Q03020,原告,江苏省张家港市人民法院,买卖合同纠纷,100000,民事判决书,一审,2017年10月
Q03020,申请执行人,江苏省张家港市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年9月
Q03020,申请人,江苏省张家港市人民法院,买卖合同纠纷,410000,民事裁定书,一审,2017年9月
Q03020,申请执行人,江苏省张家港市人民法院,恢复执行案件,0,执行裁定书,执行程序,2017年5月
Q03020,原告,江苏省张家港市人民法院,买卖合同纠纷,64000,民事判决书,一审,2016年10月
Q03020,申请执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年6月
Q03020,被告,江苏省张家港市人民法院,劳动争议,0,民事裁定书,一审,2014年8月
Q03020,被告,江苏省张家港市人民法院,定金合同纠纷,0,民事裁定书,一审,2014年1月
Q03020,原告,江苏省张家港市人民法院,劳动争议,0,民事裁定书,一审,2012年8月
Q03025,申请执行人,上海市闵行区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年11月
Q03025,上诉人,上海市第一中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2016年5月
Q03043,原告,江苏省张家港市人民法院,债权转让合同纠纷,0,民事裁定书,一审,2017年11月
Q03043,原告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年6月
Q03043,原告,江苏省张家港市人民法院,债权转让合同纠纷,0,民事裁定书,一审,2016年5月
Q03043,原告,江苏省张家港市人民法院,债权转让合同纠纷,0,民事裁定书,一审,2016年4月
Q03047,原告,上海市嘉定区人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年6月
Q03049,被告,江苏省太仓市人民法院,公路货物运输合同纠纷,0,民事裁定书,一审,2016年10月
Q03052,原告,江苏省苏州市吴中区人民法院,分期付款买卖合同纠纷,124000,民事判决书,一审,2014年11月
Q03055,原告,江苏省昆山市人民法院,买卖合同纠纷,32000,民事判决书,一审,2013年10月
Q03058,被上诉人,江苏省苏州市中级人民法院,建设工程分包合同纠纷,0,民事判决书,二审,2014年11月
Q03058,原告,江苏省苏州市虎丘区人民法院,建设工程分包合同纠纷,270000,民事判决书,一审,2014年2月
Q03071,被申请人,江苏省张家港市人民法院,买卖合同纠纷,140000,民事裁定书,一审,2017年5月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,10000,民事判决书,一审,2017年10月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,8000,民事判决书,一审,2017年10月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,11000,民事判决书,一审,2017年10月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,5000,民事判决书,一审,2017年10月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2017年9月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2017年8月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,3000,民事判决书,一审,2017年6月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2017年5月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,10000,民事判决书,一审,2015年6月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2015年5月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,6000,民事判决书,一审,2015年4月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,5000,民事判决书,一审,2015年4月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,18000,民事判决书,一审,2015年4月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,2000,民事判决书,一审,2015年4月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2015年4月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2015年3月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2014年12月
Q03072,原告,江苏省昆山市人民法院,服务合同纠纷,0,民事裁定书,一审,2014年12月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2014年11月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2014年10月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2014年9月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,6000,民事判决书,一审,2014年8月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2014年5月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2014年1月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2013年12月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2013年9月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2013年7月
Q03072,原告,江苏省昆山市人民法院,物业服务合同纠纷,18000,民事判决书,一审,2013年4月
Q03079,被申请人,江苏省高级人民法院,买卖合同纠纷,0,民事裁定书,再审程序,2017年12月
Q03079,申请执行人,江苏省苏州市姑苏区人民法院,执行实施类案件,0,执行裁定书,执行程序,2016年10月
Q03082,申请执行人,江苏省苏州市吴中区人民法院,居间合同纠纷,0,执行裁定书,执行程序,2016年10月
Q03082,原告,江苏省苏州市吴中区人民法院,居间合同纠纷,7000,民事判决书,一审,2016年5月
Q03108,复议申请人,江苏省苏州市中级人民法院,执行复议案件,0,执行裁定书,执行程序,2017年11月
Q03108,异议人,江苏省苏州市吴中区人民法院,承揽合同纠纷,0,执行裁定书,执行程序,2016年11月
Q03108,被告,江苏省昆山市人民法院,债权人代位权纠纷,0,民事判决书,一审,2015年10月
Q03108,上诉人,江苏省苏州市中级人民法院,承揽合同纠纷,0,民事判决书,二审,2014年10月
Q03115,申请执行人,江苏省苏州市虎丘区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2017年4月
Q03115,原告,江苏省苏州市虎丘区人民法院,买卖合同纠纷,88000,民事判决书,一审,2016年10月
Q02982,上诉人,江苏省苏州市中级人民法院,债务转移合同纠纷,0,民事判决书,二审,2013年11月
Q02982,被告,江苏省昆山市人民法院,买卖合同纠纷,100000,民事判决书,一审,2013年7月
Q02982,被告,江苏省昆山市人民法院,债务转移合同纠纷,15000,民事判决书,一审,2013年6月
Q02995,被告单位,江苏省昆山市人民法院,虚开增值税专用发票、用于骗取出口退税、抵扣税款发票罪,0,刑事判决书,一审,2017年11月
Q03124,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年6月
Q03124,原告,江苏省张家港市人民法院,买卖合同纠纷,27000,民事调解书,一审,2012年8月
Q03131,上诉人(原审被告),江苏省苏州市中级人民法院,房屋租赁合同纠纷,0,民事裁定书,二审,2017年12月
Q03131,被上诉人,江苏省苏州市中级人民法院,物业服务合同纠纷,0,民事裁定书,二审,2012年12月
Q03134,申请人,广东省深圳市福田区人民法院,申请公示催告,0,民事判决书,公示催告程序,2017年2月
Q03134,被告,江苏省太仓市人民法院,建设工程施工合同纠纷,0,民事裁定书,一审,2015年9月
Q03134,被告,江苏省太仓市人民法院,买卖合同纠纷,0,民事判决书,一审,2015年4月
Q03135,原审被告,江苏省苏州市中级人民法院,返还原物纠纷,0,民事判决书,二审,2014年12月
Q03140,被告,江苏省苏州市姑苏区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年9月
Q03140,被告,江苏省苏州市虎丘区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年3月
Q03144,申请人,上海市奉贤区人民法院,买卖合同纠纷,210000,民事裁定书,一审,2018年2月
Q03149,申请执行人,江苏省苏州市吴中区人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年1月
Q03149,原告,江苏省苏州市吴中区人民法院,买卖合同纠纷,20000,民事判决书,一审,2017年3月
Q03150,原告,江苏省无锡市滨湖区人民法院,机动车交通事故责任纠纷,27000,民事判决书,一审,2017年11月
Q03150,被告,江苏省苏州工业园区人民法院,居间合同纠纷,0,民事裁定书,一审,2017年2月
Q03150,被告,江苏省苏州市相城区人民法院,委托合同纠纷,0,民事裁定书,一审,2016年7月
Q03154,被告,江苏省昆山市人民法院,融资租赁合同纠纷,96000,民事判决书,一审,2016年12月
Q03154,被告,江苏省昆山市人民法院,买卖合同纠纷,249000,民事判决书,一审,2016年10月
Q03165,上诉人,江苏省苏州市中级人民法院,确认合同效力纠纷,0,民事判决书,二审,2015年9月
Q03167,被上诉人,江苏省苏州市中级人民法院,劳动合同纠纷,0,民事判决书,二审,2015年11月
Q03167,原告,江苏省太仓市人民法院,劳动合同纠纷,24000,民事判决书,一审,2015年8月
Q03171,被上诉人(原审原告),江苏省苏州市中级人民法院,商品房销售合同纠纷,216000,民事判决书,二审,2016年12月
Q03171,原告,江苏省昆山市人民法院,商品房销售合同纠纷,318000,民事判决书,一审,2016年8月
Q03171,被上诉人,江苏省苏州市中级人民法院,合同纠纷,0,民事裁定书,二审,2016年7月
Q03173,原告,上海市闵行区人民法院,买卖合同纠纷,106000,民事裁定书,一审,2005年2月
Q03175,申请人,江苏省张家港市人民法院,申请公示催告,0,民事裁定书,公示催告程序,2016年12月
Q03176,原告,江苏省苏州市虎丘区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年6月
Q03189,被告,江苏省苏州市吴中区人民法院,,0,民事裁定书,一审,2017年9月
Q03191,被告,江苏省昆山市人民法院,著作权权属、侵权纠纷,22000,民事判决书,一审,2017年5月
Q03191,被告,江苏省昆山市人民法院,著作权权属、侵权纠纷,16000,民事判决书,一审,2017年5月
Q03191,被告,江苏省昆山市人民法院,著作权权属、侵权纠纷,11000,民事判决书,一审,2017年5月
Q03191,被告,江苏省昆山市人民法院,著作权权属、侵权纠纷,36000,民事判决书,一审,2017年5月
Q03191,被告,江苏省昆山市人民法院,著作权权属、侵权纠纷,23000,民事判决书,一审,2017年5月
Q03191,被告,江苏省昆山市人民法院,著作权权属、侵权纠纷,24000,民事判决书,一审,2017年5月
Q03192,申请执行人,江苏省苏州市相城区人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年7月
Q03192,申请执行人,江苏省苏州市相城区人民法院,民间借贷纠纷,0,执行裁定书,执行程序,2017年3月
Q03192,原告,江苏省苏州市相城区人民法院,定作合同纠纷,2327000,民事判决书,一审,2015年9月
Q03200,被告,江苏省昆山市人民法院,生命权、健康权、身体权纠纷,0,民事裁定书,一审,2016年7月
Q03205,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2016年8月
Q03206,被上诉人,江苏省苏州市中级人民法院,技术服务合同纠纷,50000,民事调解书,二审,2014年11月
Q03210,被告,江苏省昆山市人民法院,损害公司利益责任纠纷,0,民事裁定书,一审,2014年4月
Q03213,被告,江苏省常熟市人民法院,返还原物纠纷,0,民事裁定书,一审,2017年6月
Q03213,被告,江苏省常熟市人民法院,房屋租赁合同纠纷,607000,民事判决书,一审,2016年1月
Q03213,被执行人,江苏省常熟市人民法院,房屋租赁合同纠纷,0,执行裁定书,执行程序,2015年12月
Q03213,被告,江苏省常熟市人民法院,房屋租赁合同纠纷,932000,民事判决书,一审,2015年3月
Q03213,上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,0,民事判决书,二审,2014年1月
Q03214,被告,江苏省常熟市人民法院,民间借贷纠纷,650000,民事判决书,一审,2017年11月
Q03217,被告,江苏省张家港市人民法院,买卖合同纠纷,54000,民事判决书,一审,2017年4月
Q03217,被执行人,江苏省无锡市锡山区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2017年1月
Q03217,被执行人,江苏省张家港市人民法院,追索劳动报酬纠纷,0,执行裁定书,执行程序,2016年11月
Q03217,被执行人,江苏省张家港市人民法院,劳动合同纠纷,0,执行裁定书,执行程序,2016年11月
Q03217,被执行人,江苏省张家港市人民法院,追索劳动报酬纠纷,0,执行裁定书,执行程序,2016年10月
Q03217,被执行人,江苏省无锡市锡山区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年9月
Q03217,被告,江苏省无锡市锡山区人民法院,买卖合同纠纷,681000,民事判决书,一审,2016年3月
Q03219,申请执行人,湖北省武汉市江汉区人民法院,合同纠纷,0,执行裁定书,执行程序,2017年1月
Q03219,申请执行人,湖北省武汉市江汉区人民法院,合同纠纷,900000,执行裁定书,执行程序,2016年8月
Q03219,申请执行人,湖北省武汉市江汉区人民法院,合同纠纷,0,执行裁定书,执行程序,2016年6月
Q03219,被执行人,江苏省常熟市人民法院,追偿权纠纷,0,执行裁定书,执行程序,2016年5月
Q03219,被执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年4月
Q03219,被上诉人,湖北省武汉市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2016年2月
Q03219,被执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年1月
Q03219,被告,上海市松江区人民法院,买卖合同纠纷,173000,民事判决书,一审,2015年4月
Q03219,被告,江苏省常熟市人民法院,担保追偿权纠纷,2436000,民事判决书,一审,2015年4月
Q03219,原告,湖北省武汉市江汉区人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年3月
Q03219,被告,江苏省张家港市人民法院,买卖合同纠纷,670000,民事判决书,一审,2015年2月
Q03219,被申请人,江苏省张家港市人民法院,买卖合同纠纷,680000,民事裁定书,财产保全程序,2014年11月
Q03219,原告,广东省深圳市罗湖区人民法院,买卖合同纠纷,236000,民事判决书,一审,2014年11月
Q03219,被申请人,江苏省常熟市人民法院,非诉行政行为申请执行审查案件,100000,行政裁定书,行政非诉审查程序,2014年4月
Q03224,原告,上海市闵行区人民法院,加工合同纠纷,621000,民事判决书,一审,2016年10月
Q03225,被告,江苏省常熟市人民法院,追偿权纠纷,0,民事裁定书,一审,2017年1月
Q03225,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2016年12月
Q03225,被告,江苏省常熟市人民法院,金融借款合同纠纷,3285000,民事判决书,一审,2016年4月
Q03225,原告,江苏省丹阳市人民法院,买卖合同纠纷,49000,民事判决书,一审,2015年10月
Q03225,原告,江苏省常熟市人民法院,定作合同纠纷,0,民事裁定书,一审,2014年12月
Q03226,被执行人,江苏省常熟市人民法院,人事争议,0,执行裁定书,执行程序,2016年12月
Q03226,被执行人,江苏省常熟市人民法院,人事争议,0,执行裁定书,执行程序,2016年11月
Q03226,被告,江苏省常熟市人民法院,加工合同纠纷,0,民事裁定书,一审,2016年9月
Q03226,被执行人,江苏省常熟市人民法院, 债权纠纷,0,执行裁定书,执行程序,2016年9月
Q03241,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年12月
Q03241,被上诉人,江苏省淮安市中级人民法院,买卖合同纠纷,50000,民事判决书,二审,2017年12月
Q03241,被告,江苏省常熟市人民法院,追索劳动报酬纠纷,15000,民事判决书,一审,2017年12月
Q03241,被告,江苏省涟水县人民法院,买卖合同纠纷,8000,民事判决书,一审,2017年8月
Q03241,被告,江苏省常熟市人民法院,买卖合同纠纷,91000,民事判决书,一审,2017年6月
Q03250,申请执行人,江苏省常熟市人民法院,修理合同纠纷,0,执行裁定书,执行程序,2015年12月
Q03261,被申请人,江苏省张家港市人民法院,承揽合同纠纷,200000,民事裁定书,一审,2017年1月
Q03261,被申请人,江苏省泰州市姜堰区人民法院,定作合同纠纷,300000,民事裁定书,一审,2016年8月
Q03272,申请执行人,江苏省太仓市人民法院,执行异议案件,0,裁定书,执行程序,2017年5月
Q03272,申请执行人,江苏省太仓市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年1月
Q03276,原告,江苏省苏州工业园区人民法院,买卖合同纠纷,302000,民事判决书,一审,2017年9月
