EID,FORTARGET,PROB
Q17784,0,0.0002719274
Q17791,0,3.9031296e-05
Q17799,0,0.00027801187
Q17811,0,0.00023546694
Q17823,0,0.00021260092
Q17829,0,0.00020904129
Q17830,0,0.00025914144
Q17831,0,0.00025387594
Q17834,0,0.00021235923
Q17840,0,0.000114532944
Q17844,0,0.00023408695
Q17849,0,0.00031351033
Q17851,0,0.00025991295
Q17856,0,0.00022414414
Q17862,0,9.216274e-05
Q17865,0,0.00027796367
Q17869,0,0.0003049329
Q17884,0,0.00031351033
Q17887,0,0.0001920216
Q17889,0,0.00031980302
Q17907,0,0.0002752518
Q17909,0,0.00024947358
Q17912,0,0.00024985734
Q17917,0,0.00036388863
Q17918,0,0.0003208016
Q17925,0,0.00028202307
Q17935,0,0.00019347534
Q17940,0,0.0002814179
Q17946,0,0.00013962302
Q17947,0,0.00031512522
Q17949,0,0.0002788021
Q17951,0,0.00027118073
Q17957,0,0.00024985734
Q17958,0,0.00041055374
Q17959,0,3.0516778e-05
Q17975,0,0.00021913448
Q17986,0,0.0003611563
Q17989,0,0.00021913448
Q17992,0,0.00015299705
Q17994,0,0.0003208016
Q17997,0,0.0003470249
Q18009,0,0.000316104
Q18014,0,0.0002269317
Q18017,0,2.697231e-05
Q18018,0,0.00032354565
Q18020,0,0.000308651
Q18030,0,0.00011861163
Q18033,0,0.00032733235
Q18034,0,0.00017781938
Q18038,0,0.00029249338
Q18041,0,0.00026298544
Q18051,0,0.00018623855
Q18052,0,0.00024985734
Q18056,0,0.00025948064
Q18059,0,9.571647e-05
Q18062,0,0.00017988782
Q18065,0,0.00037511482
Q18066,0,0.00023546694
Q18070,0,0.0002213805
Q18074,0,0.0003099269
Q18076,0,0.0003171349
Q18077,0,0.00026805393
Q18078,0,0.00022687197
Q18090,0,0.00011727196
Q18097,0,0.00022859777
Q18099,0,0.0003099269
Q18102,0,0.0003049329
Q18106,0,0.00025090988
Q18117,0,0.00026532414
Q18119,0,0.0003042145
Q18121,0,0.000113343165
Q18123,0,0.00031351033
Q18129,0,0.000308651
Q18133,0,0.0002814179
Q18134,0,0.00014373535
Q18135,0,0.00031980302
Q18136,0,0.00027861662
Q18142,0,0.0002026356
Q18147,0,0.0002977106
Q18161,0,0.00026131535
Q18166,0,0.00030125934
Q18175,0,0.00027133303
Q18180,0,0.00021913448
Q18190,0,0.00013272844
Q18205,0,0.00017988782
Q18207,0,0.0003540471
Q18218,0,0.00027801187
Q18221,0,0.000308651
Q18229,0,0.0003721009
Q18230,0,0.00031351033
Q18233,0,0.00025081463
Q18241,0,0.00030763485
Q18244,0,0.00019280131
Q18253,0,0.00032354565
Q18255,0,0.0003208016
Q18257,0,0.00018198046
Q18259,0,0.00031351033
Q18261,0,0.00022974533
Q18262,0,0.00018238192
Q18263,0,0.00029075678
Q18270,0,0.0002752518
Q18280,0,0.000308651
Q18282,0,0.0002889608
Q18289,0,0.00025081463
Q18293,0,0.0002889608
Q18294,0,0.00027861662
Q18301,0,0.00026785157
Q18321,0,0.00020302142
Q18323,0,0.000308651
Q18329,0,0.00018491501
Q18331,0,0.00032733235
Q18337,0,0.0003208016
Q18344,0,0.0003208016
Q18351,0,0.00043906248
Q18359,0,0.0001167589
Q18370,0,0.00023256641
Q18395,0,0.00032733235
Q18396,0,0.00025493884
Q18410,0,1.3864556e-05
Q18413,0,0.000316104
Q18414,0,9.706189e-05
Q18426,0,0.00022859777
Q18427,0,0.0003208016
Q18432,0,0.0002384037
Q18434,0,0.0003099269
Q18438,0,0.0002814179
Q18446,0,0.00022355677
Q18451,0,0.00031351033
Q18455,0,0.00016647854
Q18457,0,0.00031351033
Q18459,0,0.0002654327
Q18463,0,0.00027801187
Q18468,0,0.0002977106
Q18475,0,0.0004508658
Q18505,0,0.00032733235
Q18507,0,0.00021288937
Q18510,0,0.0002616427
Q18511,0,0.000316104
Q18515,0,0.0003049329
Q18517,0,0.00020905862
Q18527,0,0.00029968863
Q18532,0,0.0002719274
Q18542,0,0.00020815463
Q18544,0,0.00030083198
Q18545,0,0.000316104
Q18549,0,0.00032577946
Q18561,0,0.000316104
Q18563,0,0.0003124144
Q18566,0,5.561209e-05
Q18569,0,0.0003171349
Q18571,0,0.00024797863
Q18575,0,0.00020794672
Q18579,0,0.00030638443
Q18581,0,6.8203204e-05
Q18582,0,0.0004900673
Q18585,0,0.00025602084
Q18595,0,0.00029968863
Q18602,0,0.00040023396
Q18611,0,0.00031860525
Q18612,0,0.0002977106
Q18614,0,0.00024797863
Q18616,0,0.00024378681
Q18618,0,0.00020904129
Q18629,0,0.000316104
Q18638,0,0.00030288243
Q18643,0,0.000316104
Q18644,0,0.000308651
Q18654,0,0.0001590359
Q18658,0,0.0003208016
Q18659,0,0.00025991295
Q18661,0,0.00028202307
Q18670,0,0.0002977106
Q18673,0,0.00026864288
Q18676,0,0.00011534674
Q18677,0,0.00037080343
Q18678,0,0.00021680312
Q18682,0,0.00021650689
Q18690,0,0.00018358369
Q18692,0,0.00024137706
Q18694,0,0.00025249875
Q18703,0,0.00025551068
Q18704,0,0.000121092686
Q18705,0,0.0002468035
Q18706,0,0.0003099269
Q18716,0,0.00022392669
Q18721,0,0.00037629995
Q18723,0,0.00032733235
Q18724,0,0.00026481465
Q18729,0,0.00030288243
Q18734,0,0.00017175567
Q18741,0,0.0003099269
Q18745,0,0.00023132598
Q18746,0,0.00032017156
Q18752,0,0.00026883223
Q18756,0,0.00031290684
Q18759,0,0.00032733235
Q18760,0,0.00021913448
Q18769,0,0.0002702248
Q18773,0,0.000316104
Q18778,0,0.00029474293
Q18782,0,0.0002581078
Q18785,0,0.0002393667
Q18788,0,0.00018051668
Q18790,0,5.4064883e-05
Q18801,0,0.00018261648
Q18803,0,0.00021543034
Q18812,0,0.00022436201
Q18816,0,0.0002654327
Q18824,0,0.00023132598
Q18831,0,0.000316104
Q18834,0,0.00032354565
Q18841,0,0.0002752518
Q18855,0,0.00028927033
Q18868,0,5.7679586e-05
Q18884,0,0.0002977106
Q18885,0,0.00032733235
Q18888,0,0.00028202307
Q18890,0,0.00026785157
Q18891,0,0.00042923016
Q18892,0,0.00028547112
Q18899,0,0.00025291948
Q18901,0,0.000316104
Q18909,0,0.0003099269
Q18910,0,1.3301973e-05
Q18911,0,0.00032733235
Q18914,0,0.00026298544
Q18921,0,0.00023104977
Q18927,0,0.00038698406
Q18928,0,0.00019940127
Q18933,0,0.00019938551
Q18936,0,0.00030858954
Q18942,0,0.00025387594
Q18943,0,0.00043906248
Q18946,0,0.0002977106
Q18967,0,0.0002654327
Q18972,0,0.00020549969
Q18974,0,0.00025855852
Q18979,0,0.00024649524
Q18991,0,0.00026805393
Q18994,0,0.00024985734
Q18995,0,0.0002977106
Q18997,0,0.00017988782
Q19006,0,0.0002959983
Q19009,0,0.00030288243
Q19011,0,0.00025687664
Q19020,0,0.00022838078
Q19025,0,0.00013759585
Q19042,0,0.00030638443
Q19048,0,0.00026557062
Q19055,0,0.00024743544
Q19057,0,0.000308651
Q19071,0,0.000308651
Q19072,0,0.00030288243
Q19073,0,0.000119751145
Q19075,0,0.0001621778
Q19077,0,0.0002316862
Q19084,0,0.00043906248
Q19087,0,0.00022859777
Q19088,0,0.00017844085
Q19092,0,0.00025081463
Q19094,0,0.000316104
Q19096,0,0.0002654327
Q19109,0,0.00023688107
Q19113,0,0.00017235597
Q19123,0,0.00023688107
Q19124,0,0.00030288243
Q19129,0,0.00015670179
Q19132,0,0.0003099269
Q19134,0,0.00033865578
Q19140,0,0.00022702258
Q19142,0,0.0002889608
Q19143,0,0.00016870486
Q19144,0,0.00031351033
Q19147,0,0.00013632617
Q19148,0,0.00031980302
Q19150,0,0.0001912507
Q19160,0,0.00016930692
Q19163,0,2.1829523e-05
Q19164,0,0.00017844085
Q19168,0,0.00024797863
Q19172,0,6.5247873e-06
Q19174,0,7.2561605e-05
Q19179,0,0.00031290684
Q19180,0,0.0003208016
Q19182,0,9.2780965e-06
Q19188,0,0.00028547112
Q19189,0,0.0002996149
Q19190,0,0.00030638443
Q19191,0,0.00016267202
Q19199,0,0.00022834202
Q19200,0,0.000292615
Q19202,0,0.00031980302
Q19203,0,0.00021656656
Q19206,0,0.00032354565
Q19208,0,0.000308651
Q19213,0,0.00024797863
Q19227,0,0.00034281463
Q19231,0,1.3641021e-05
Q19234,0,0.0003099269
Q19238,0,1.9908675e-05
Q19240,0,0.00021643877
Q19251,0,0.000316104
Q19260,0,0.00038916717
Q19267,0,0.0003049329
Q19277,0,0.00019691033
Q19281,0,0.00026694604
Q19282,0,0.00025249875
Q19284,0,0.00015745338
Q19297,0,0.00030638443
Q19300,0,0.0004186079
Q19301,0,0.00028547112
Q19310,0,0.0002565591
Q19311,0,0.00012601774
Q19325,0,0.0002977106
Q19327,0,0.0002977106
Q19329,0,0.00022060383
Q19336,0,2.6937581e-05
Q19338,0,0.0002977106
Q19339,0,0.0002505976
Q19357,0,0.0002213805
Q19361,0,0.0002384037
Q19364,0,0.0004186079
Q19370,0,0.0002977106
Q19378,0,0.000292615
Q19390,0,0.0002752518
Q19397,0,0.0003099269
Q19404,0,0.00029249338
Q19407,0,0.000316104
Q19421,0,3.2762324e-05
Q19428,0,0.0002814179
Q19446,0,0.000316104
Q19447,0,4.722951e-05
Q19448,0,0.0001899196
Q19456,0,0.00018840507
Q19458,0,0.000308651
Q19477,0,0.00025249875
Q19480,0,0.00031980302
Q19489,0,0.00029417977
Q19503,0,0.00014121259
Q19504,0,0.0002468035
Q19505,0,0.00010829123
Q19515,0,0.00019731272
Q19516,0,0.00026785157
Q19518,0,0.0003049329
Q19521,0,0.0002977106
Q19524,0,0.00032733235
Q19526,0,0.000308651
Q19527,0,0.00024743544
Q19540,0,0.00031351033
Q19542,0,0.0002977106
Q19548,0,0.0002581078
Q19552,0,0.0003171349
Q19557,0,0.0002581078
Q19562,0,0.0002814179
Q19570,0,0.00018080263
Q19573,0,0.00025249875
Q19584,0,2.9530438e-05
Q19587,0,0.000316104
Q19596,0,0.00022702258
Q19599,0,0.00038482973
Q19602,0,0.00022977515
Q19607,0,0.00033503823
Q19612,0,0.0003099269
Q19615,0,0.00031980302
Q19616,0,0.00023688107
Q19623,0,0.0002654327
Q19641,0,0.00011594753
Q19643,0,0.0002505976
Q19649,0,0.00032733235
Q19655,0,0.00027455125
Q19668,0,0.00031980302
Q19676,0,0.00032354565
Q19681,0,0.00032354565
Q19688,0,0.00031290684
Q19704,0,0.00026938462
Q19716,0,0.00023786377
Q19721,0,0.0003124144
Q19726,0,0.00013816381
Q19729,0,0.00017844085
Q19732,0,0.0003049329
Q19748,0,0.00027938135
Q19749,0,0.0002752518
Q19751,0,0.00039355326
Q19752,0,0.00029606913
Q19774,0,1.339853e-05
Q19777,0,0.0004209276
Q19779,0,0.00020427871
Q19787,0,0.00034030667
Q19798,0,0.0002719274
Q19808,0,0.0002624354
Q19817,0,0.00021661159
Q19844,0,0.00025601158
Q19845,0,0.00017577472
Q19847,0,0.00030288243
Q19854,0,0.00016779426
Q19858,0,0.00027465203
Q19860,0,0.0002719274
Q19872,0,0.00027465203
Q19875,0,0.00012412494
Q19879,0,0.00023786377
Q19882,0,0.00031351033
Q19885,0,0.00027133303
Q19888,0,0.000316104
Q19898,0,0.00026298544
Q19900,0,0.00029249338
Q19901,0,0.0003171349
Q19904,0,0.0004233327
Q19908,0,0.00025855852
Q19912,0,0.0002384037
Q19920,0,0.00028202307
Q19922,0,0.00016150606
Q19924,0,0.00029075678
Q19929,0,0.00012697703
Q19933,0,0.00024378681
Q19934,0,0.00025948064
Q19936,0,0.00027133303
Q19937,0,0.00029237935
Q19944,0,0.000113343165
Q19945,0,3.087584e-05
Q19952,0,0.00023131384
Q19954,0,0.00038482973
Q19957,0,0.000134625
Q19959,0,0.00023650241
Q19966,0,0.00025687664
Q19972,0,0.0001899196
Q19978,0,0.00029597993
Q19979,0,0.000316104
Q19982,0,0.00032733235
Q19983,0,0.0002573399
Q19988,0,0.00032354565
Q19990,0,0.00027861662
Q19996,0,0.0003049329
Q20000,0,0.00032354565
Q20002,0,0.00028202307
Q20018,0,0.00032354565
Q20029,0,0.00019876556
Q20050,0,2.7893598e-06
Q20052,0,0.00025687664
Q20055,0,0.000279814
Q20056,0,0.00018491501
Q20060,0,1.9251387e-05
Q20065,0,0.0003208016
Q20068,0,0.00044912082
Q20075,0,0.00025090988
Q20078,0,0.00011079728
Q20086,0,0.00029075678
Q20094,0,0.00041510616
Q20096,0,0.0002977106
Q20097,0,0.0002752518
Q20099,0,0.00030288243
Q20100,0,0.0001464123
Q20103,0,0.00030288243
Q20105,0,0.00018261648
Q20106,0,0.00027861662
Q20108,0,0.0002752518
Q20112,0,0.00031980302
Q20120,0,0.00030638443
Q20127,0,0.00023408695
Q20141,0,0.00031980302
Q20142,0,0.00024256935
Q20145,0,0.00029075678
Q20148,0,0.00032354565
Q20158,0,0.000113343165
Q20160,0,0.00031351033
Q20162,0,0.00027164887
Q20164,0,0.00025249875
Q20166,0,0.0002994208
Q20177,0,0.00011727196
Q20181,0,0.00018839302
Q20182,0,0.00035347347
Q20188,0,0.00016917782
Q20203,0,0.00011208897
Q20209,0,0.00035783605
Q20224,0,2.4245313e-07
Q20237,0,0.0003208016
Q20240,0,0.00022970156
Q20246,0,0.0002616427
Q20251,0,0.0002752518
Q20264,0,0.00020427871
Q20271,0,0.00017436086
Q20272,0,0.0002814179
Q20273,0,0.00018261648
Q20282,0,0.00032733235
Q20283,0,0.00029968863
Q20285,0,0.00031860525
Q20290,0,0.00025387594
Q20294,0,0.00019280131
Q20301,0,0.00021913448
Q20307,0,0.00029249338
Q20312,0,0.00011861163
Q20313,0,0.00032354565
Q20314,0,0.00028927033
Q20320,0,3.9740895e-05
Q20326,0,5.3558706e-05
Q20330,0,0.00031351033
Q20344,0,0.00022407727
Q20345,0,1.3409345e-05
Q20354,0,0.00031351033
Q20360,0,0.0002814179
Q20363,0,0.00025090988
Q20372,0,0.0003099269
Q20374,0,0.00025180928
Q20382,0,0.0002487537
Q20395,0,0.000316104
Q20406,0,0.00027455125
Q20410,0,3.3549153e-05
Q20415,0,0.0002297147
Q20422,0,0.00026557062
Q20423,0,0.00025991295
Q20424,0,0.00022173287
Q20429,0,0.0001406321
Q20435,0,0.00014963966
Q20446,0,0.00028927033
Q20447,0,0.0003971726
Q20448,0,0.000316104
Q20457,0,0.0002752518
Q20461,0,0.000308651
Q20470,0,0.00022323686
Q20471,0,0.00032354565
Q20472,0,0.00030125934
Q20474,0,0.00025855852
Q20498,0,0.00017075436
Q20502,0,0.0002654327
Q20505,0,0.00031351033
Q20520,0,0.00025387594
Q20522,0,0.00031836177
Q20523,0,0.00013910569
Q20528,0,0.00016506607
Q20534,0,0.00018080263
Q20535,0,0.00026805393
Q20539,0,0.00025991295
Q20543,0,0.0002752518
Q20546,0,0.00017781938
Q20548,0,0.00017988782
Q20552,0,0.00017185725
Q20554,0,0.0002259011
Q20558,0,0.00024799068
Q20570,0,0.00025249875
Q20576,0,0.00031351033
Q20578,0,0.00027133303
Q20582,0,0.00029421313
Q20585,0,0.00027118073
Q20588,0,0.00023408695
Q20594,0,0.00022173287
Q20595,0,0.00025291948
Q20596,0,8.141941e-05
Q20600,0,0.00020427871
Q20602,0,0.0003643701
Q20606,0,0.00027465203
Q20612,0,0.00032733235
Q20613,0,0.0002889608
Q20616,0,0.00022436201
Q20623,0,0.0004209276
Q20626,0,0.00024797863
Q20640,0,0.00027465203
Q20671,0,0.0003099269
Q20672,0,0.00029249338
Q20673,0,0.00027465203
Q20688,0,0.00021543034
Q20689,0,0.0002719274
Q20696,0,0.0002581078
Q20705,0,0.00033454737
Q20707,0,0.00032354565
Q20710,0,0.0003611563
Q20712,0,0.00037995877
Q20722,0,0.000316104
Q20733,0,0.00025948064
Q20739,0,2.1829523e-05
Q20743,0,0.0003170892
Q20751,0,0.0003099269
Q20759,0,0.00022060383
Q20763,0,0.0002752518
Q20765,0,0.00023232838
Q20774,0,0.00018899234
Q20779,0,0.0002977106
Q20786,0,0.0003099269
Q20787,0,0.00021643877
Q20790,0,0.00028491588
Q20797,0,0.0002616427
Q20801,0,0.0029400883
Q20805,0,0.0002616427
Q20806,0,0.0002624354
Q20811,0,0.00032354565
Q20827,0,0.00048536263
Q20830,0,0.0002616427
Q20838,0,0.00026298544
Q20847,0,0.00023970836
Q20856,0,0.0003124144
Q20859,0,0.0003124144
Q20861,0,0.00016782836
Q20867,0,0.00026938462
Q20873,0,0.00035325586
Q20875,0,0.000308651
Q20876,0,0.00026481465
Q20882,0,0.00026298544
Q20887,0,0.0001453127
Q20891,0,0.00031980302
Q20896,0,0.00014190085
Q20898,0,5.822227e-05
Q20919,0,0.00031980302
Q20924,0,0.0003623281
Q20927,0,0.0003208016
Q20933,0,0.0002393667
Q20937,0,0.00022060383
Q20948,0,0.0003208016
Q20951,0,0.0003208016
Q20953,0,0.00032733235
Q20962,0,0.00028547112
Q20964,0,0.0002567248
Q20968,0,0.0003049329
Q20976,0,0.0002752518
Q20992,0,0.00031980302
Q21003,0,0.0002977106
Q21009,0,0.00023688107
Q21013,0,0.00020149925
Q21018,0,0.00039355326
Q21030,0,0.00016210531
Q21033,0,0.0002719274
Q21034,0,0.00028927033
Q21038,0,0.0003208016
Q21039,0,0.00013759585
Q21046,0,0.00022060383
Q21055,0,0.00020904129
Q21061,0,5.2947787e-05
Q21062,0,0.00017824852
Q21072,0,0.00025687664
Q21077,0,4.01005e-05
Q21079,0,0.0001899196
Q21080,0,0.00026805393
Q21084,0,0.00017575864
Q21086,0,0.00045259472
Q21088,0,0.00024970536
Q21089,0,0.00013910569
Q21107,0,7.2561605e-05
Q21109,0,0.000278185
Q21118,0,2.7893598e-06
Q21121,0,0.0002393667
Q21129,0,0.0002889608
Q21134,0,0.00011594753
Q21137,0,0.00020549969
Q21138,0,0.00023546694
Q21141,0,0.0002889608
Q21142,0,0.00030125934
Q21149,0,0.0002654327
Q21158,0,0.00029075678
Q21163,0,0.0003124144
Q21171,0,0.0001917969
Q21175,0,0.0002654327
Q21176,0,0.00031351033
Q21178,0,0.000308651
Q21180,0,0.00025601158
Q21181,0,0.00023688107
Q21184,0,0.00025291948
Q21192,0,0.0004243966
Q21196,0,0.00038698406
Q21197,0,0.00025991295
Q21199,0,0.000292615
Q21205,0,0.0002977106
Q21207,0,0.00018840507
Q21220,0,0.0002873413
Q21224,0,0.00031351033
Q21225,0,0.00028547112
Q21237,0,0.0003208016
Q21243,0,0.00022173287
Q21245,0,0.0003017316
Q21246,0,0.00029249338
Q21249,0,0.00031351033
Q21257,0,0.00041055374
Q21259,0,0.0002814179
Q21260,0,0.00032354565
Q21261,0,0.00027861662
Q21263,0,0.00033116306
Q21265,0,0.00025493884
Q21284,0,0.0002624354
Q21286,0,0.00021656656
Q21291,0,0.000308651
Q21292,0,7.2561605e-05
Q21295,0,0.00014333377
Q21296,0,0.00032733235
Q21303,0,0.00038482973
Q21306,0,0.0001899196
Q21307,0,0.00026001208
Q21308,0,0.0001899196
Q21313,0,7.2561605e-05
Q21321,0,0.0004233327
Q21324,0,0.00034997752
Q21326,0,0.00020192353
Q21330,0,0.00023132598
Q21331,0,0.00021149017
Q21344,0,0.0003124144
Q21347,0,0.00013171829
Q21349,0,0.00022060383
Q21354,0,0.0002026356
Q21355,0,0.00028547112
Q21365,0,0.00017844085
Q21372,0,0.00029249338
Q21376,0,0.0002889608
Q21379,0,0.00021543034
Q21393,0,0.00039355326
Q21399,0,0.00024438745
Q21402,0,0.000308651
Q21406,0,0.00022414414
Q21410,0,0.00035783605
Q21415,0,0.0003171349
Q21417,0,0.00031865417
Q21438,0,0.00025948064
Q21443,0,0.00020711584
Q21444,0,0.00019445053
Q21447,0,0.00031682904
Q21449,0,0.0003171349
Q21456,0,0.00026785157
Q21458,0,0.00037511482
Q21459,0,0.0003049329
Q21466,0,0.00035560044
Q21469,0,0.00032354565
Q21471,0,0.00017844085
Q21472,0,0.000308651
Q21482,0,0.00032354565
Q21488,0,0.00038388872
Q21492,0,0.00021656656
Q21495,0,0.00024947358
Q21507,0,0.00014217512
Q21508,0,0.00031560988
Q21512,0,0.000385773
Q21514,0,0.00033503823
Q21515,0,0.00015851435
Q21519,0,0.00029249338
Q21524,0,0.00023132598
Q21540,0,0.0003208016
Q21541,0,0.0003049329
Q21543,0,0.0003171349
Q21546,0,0.00027801187
Q21551,0,0.0002026356
Q21554,0,0.0003171349
Q21556,0,0.0003049329
Q21557,0,0.00022970156
Q21560,0,0.00031351033
Q21561,0,0.0001309274
Q21562,0,2.9017894e-05
Q21564,0,0.00026864288
Q21566,0,0.00025081463
Q21575,0,0.0001555724
Q21576,0,0.0003171349
Q21585,0,0.0002752518
Q21587,0,0.00021589796
Q21593,0,0.00024080696
Q21603,0,0.00015737143
Q21606,0,0.00019598019
Q21608,0,0.00030638443
Q21615,0,0.0002752518
Q21616,0,0.00025081463
Q21619,0,0.00021543034
Q21622,0,7.2561605e-05
Q21636,0,0.00032733235
Q21637,0,0.0003208016
Q21639,0,0.00015630932
Q21650,0,0.00017235597
Q21651,0,0.00019280131
Q21654,0,0.00032733235
Q21656,0,0.000308651
Q21659,0,0.00032354565
Q21664,0,0.00032733235
Q21666,0,0.0002977106
Q21673,0,0.00032354565
Q21677,0,0.00032354565
Q21684,0,0.00022060383
Q21690,0,0.00040605076
Q21695,0,0.0002384037
Q21699,0,0.00028202307
Q21703,0,0.000292615
Q21706,0,0.00031560988
Q21726,0,0.00024137706
Q21730,0,0.00031351033
Q21731,0,0.0002547634
Q21732,0,0.00022687197
Q21735,0,0.00034891994
Q21738,0,0.00021829158
Q21743,0,0.00018840507
Q21748,0,0.0002654327
Q21749,0,0.00025180928
Q21752,0,0.0002631919
Q21761,0,0.00013035945
Q21768,0,0.0004341187
Q21771,0,0.0003099269
Q21774,0,0.0002719274
Q21778,0,0.00028202307
Q21781,0,0.00013968002
Q21794,0,0.00025387594
Q21796,0,0.0001741467
Q21800,0,0.00023408695
Q21802,0,0.00031290684
Q21807,0,0.0002140283
Q21815,0,0.00016841508
Q21824,0,0.00018051668
Q21826,0,8.4366424e-05
Q21827,0,0.00027861662
Q21834,0,0.00029237935
Q21835,0,0.00020427871
Q21840,0,0.00029249338
Q21850,0,0.00031109358
Q21864,0,0.00022173287
Q21869,0,0.00038482973
Q21870,0,0.00022702258
Q21872,0,0.00037629995
Q21874,0,0.00030638443
Q21876,0,0.00020033965
Q21882,0,0.00027801187
Q21885,0,0.00014122795
Q21886,0,0.00029805675
Q21890,0,0.00027796367
Q21897,0,0.0002565591
Q21902,0,5.932299e-05
Q21905,0,0.0002259011
Q21910,0,0.00023132598
Q21918,0,0.0002719274
Q21919,0,0.00020904129
Q21924,0,0.0003049329
Q21928,0,0.00024620703
Q21932,0,0.00011176791
Q21933,0,0.0002873528
Q21934,0,0.00027796367
Q21935,0,0.000316104
Q21937,0,0.00013171829
Q21944,0,0.00024566444
Q21945,0,0.0003470249
Q21948,0,0.00030288243
Q21950,0,0.00032354565
Q21954,0,0.0002259011
Q21958,0,0.0002624354
Q21963,0,0.00024985734
Q21977,0,0.00024378681
Q21990,0,0.00025387594
Q21998,0,4.742954e-05
Q22000,0,0.00021037836
Q22004,0,0.0002616427
Q22011,0,0.00026883223
Q22017,0,0.00029075678
Q22019,0,0.00022173287
Q22028,0,3.0648076e-05
Q22031,0,0.00026938462
Q22044,0,0.00023408695
Q22053,0,0.00024985734
Q22057,0,0.00020292368
Q22058,0,0.00027133303
Q22062,0,0.00021288937
Q22065,0,0.00025387594
Q22066,0,0.00022060383
Q22073,0,0.00032733235
Q22077,0,0.00031980302
Q22085,0,3.7683315e-06
Q22095,0,0.00017700571
Q22099,0,0.0003049329
Q22101,0,0.00031351033
Q22103,0,0.00031351033
Q22111,0,0.0003623281
Q22114,0,0.00023408695
Q22116,0,0.00028202307
Q22117,0,0.0003124144
Q22118,0,0.000316104
Q22132,0,0.0004341187
Q22152,0,0.00035325586
Q22153,0,0.000308651
Q22156,0,0.0003171349
Q22159,0,0.0003208016
Q22162,0,0.00022060383
Q22173,0,0.00027796367
Q22174,0,0.0003099269
Q22184,0,0.0003124144
Q22185,0,0.00020447787
Q22189,0,0.00047069677
Q22190,0,0.00022970156
Q22192,0,0.00011534674
Q22193,0,0.00026805393
Q22201,0,0.00022970156
Q22203,0,0.00031980302
Q22218,0,0.00022414414
Q22219,0,0.00024256935
Q22220,0,0.00024985734
Q22227,0,0.0001399835
Q22229,0,0.00031980302
Q22232,0,0.0002977106
Q22243,0,0.00030918824
Q22245,0,0.0002752518
Q22248,0,0.00026805393
Q22251,0,0.0002994208
Q22254,0,0.00014217512
Q22259,0,0.0003208016
Q22260,0,0.0002752518
Q22269,0,0.000292615
Q22278,0,0.00033616927
Q22283,0,0.00033654444
Q22286,0,0.0004139369
Q22287,0,0.000316104
Q22290,0,0.00013316364
Q22291,0,0.00038847513
Q22297,0,0.000114532944
Q22301,0,0.0002719274
Q22305,0,0.0002616427
Q22308,0,0.0004243966
Q22316,0,0.0002393667
Q22317,0,0.00014690735
Q22321,0,0.000308651
Q22328,0,0.00027465203
Q22344,0,0.00023408695
Q22355,0,0.00013759585
Q22357,0,0.00031351033
Q22360,0,0.00019940127
Q22367,0,0.00021457797
Q22387,0,0.000119614764
Q22388,0,0.0003049329
Q22399,0,0.000308651
Q22400,0,0.0002994208
Q22402,0,0.00019280131
Q22403,0,0.000316104
Q22405,0,0.00025601158
Q22406,0,0.00022702258
Q22407,0,0.00016327652
Q22414,0,0.00031980302
Q22415,0,0.000316104
Q22416,0,0.00013816381
Q22419,0,0.0002889608
Q22423,0,0.0003124144
Q22427,0,0.00023408695
Q22433,0,0.00036274493
Q22437,0,0.00018260482
Q22440,0,0.00027861662
Q22448,0,0.00029968863
Q22449,0,0.0001406321
Q22451,0,0.00022173287
Q22454,0,0.00024797863
Q22456,0,0.00028202307
Q22468,0,0.0003171349
Q22471,0,0.00032733235
Q22474,0,7.0293727e-06
Q22475,0,0.0004243966
Q22481,0,0.00030125934
Q22482,0,0.00020192353
Q22484,0,5.5091536e-05
Q22485,0,0.0002654327
Q22488,0,0.00021714135
Q22491,0,0.0002654327
Q22496,0,0.00022859777
Q22500,0,0.00019691033
Q22506,0,0.0002814179
Q22522,0,0.00048529365
Q22525,0,0.00032733235
Q22526,0,0.00024566444
Q22538,0,0.00025387594
Q22541,0,0.00037080343
Q22548,0,0.00011861163
Q22554,0,0.0002977106
Q22555,0,0.00031351033
Q22557,0,0.00027861662
Q22561,0,0.00026785157
Q22565,0,0.0002654327
Q22581,0,0.00030288243
Q22583,0,0.00025387594
Q22587,0,0.00032354565
Q22589,0,0.00022702258
Q22596,0,0.00023132598
Q22598,0,0.00017844085
Q22605,0,0.0003279868
Q22615,0,0.00025249875
Q22621,0,0.000292615
Q22623,0,0.0001920216
Q22636,0,0.00025601158
Q22641,0,0.00028202307
Q22661,0,9.118488e-05
Q22667,0,0.00024507724
Q22669,0,0.00028202307
Q22670,0,0.00015626759
Q22671,0,0.0003099269
Q22674,0,0.00032733235
Q22684,0,0.00033709803
Q22690,0,0.0002505214
Q22693,0,0.00028202307
Q22694,0,5.9874794e-05
Q22696,0,0.00028547112
Q22697,0,0.00032354565
Q22712,0,0.00032733235
Q22721,0,0.00032733235
Q22725,0,0.0003171349
Q22733,0,0.00020492796
Q22734,0,0.0004186079
Q22736,0,0.0002977106
Q22738,0,0.00026050786
Q22740,0,0.0002770202
Q22742,0,0.00012887447
Q22744,0,0.000308651
Q22745,0,0.0002393667
Q22755,0,0.00023132598
Q22756,0,0.00013910569
Q22758,0,0.00030288243
Q22759,0,0.00022173287
Q22761,0,0.0003171349
Q22764,0,0.00027118073
